precinct,raceName,name,votePercentage
1077,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,17.24%
1077,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,75.00%
1077,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,25.00%
1077,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,75.21%
1077,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,24.79%
1077,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,73.91%
1077,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,26.09%
1077,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,72.17%
1077,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,27.83%
1078,STATE OF TEXAS PROPOSITION 1,For ,84.62%
1078,STATE OF TEXAS PROPOSITION 1,Against ,15.38%
1078,STATE OF TEXAS PROPOSITION 2,For ,64.00%
1078,STATE OF TEXAS PROPOSITION 2,Against ,36.00%
1078,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,69.23%
1078,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,30.77%
1078,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,84.00%
1078,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,16.00%
1078,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,76.92%
1078,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,23.08%
1078,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,84.62%
1078,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,15.38%
1078,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,76.00%
1078,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,24.00%
1078,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,84.00%
1078,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,16.00%
1079,STATE OF TEXAS PROPOSITION 1,For ,89.36%
1079,STATE OF TEXAS PROPOSITION 1,Against ,10.64%
1079,STATE OF TEXAS PROPOSITION 2,For ,84.72%
1079,STATE OF TEXAS PROPOSITION 2,Against ,15.28%
1079,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,75.86%
1079,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,24.14%
1079,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,76.55%
1079,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,23.45%
1079,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,68.97%
1079,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,31.03%
1079,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,71.03%
1079,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,28.97%
1079,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,68.75%
1079,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,31.25%
1079,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,58.62%
1079,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,41.38%
1079,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,68.71%
1079,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,31.29%
1080,STATE OF TEXAS PROPOSITION 1,For ,80.28%
1080,STATE OF TEXAS PROPOSITION 1,Against ,19.72%
1080,STATE OF TEXAS PROPOSITION 2,For ,79.17%
1080,STATE OF TEXAS PROPOSITION 2,Against ,20.83%
1080,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,75.34%
1080,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,24.66%
1080,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,80.82%
1080,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,19.18%
1080,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,70.83%
1080,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,29.17%
1080,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,71.23%
1080,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,28.77%
1080,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,67.61%
1080,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,32.39%
1080,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,63.89%
1080,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,36.11%
1080,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,61.64%
1080,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,38.36%
1081,STATE OF TEXAS PROPOSITION 1,For ,80.84%
1081,STATE OF TEXAS PROPOSITION 1,Against ,19.16%
1081,STATE OF TEXAS PROPOSITION 2,For ,85.92%
1081,STATE OF TEXAS PROPOSITION 2,Against ,14.08%
1081,"Single Member, District No. 3 Medina Valley Independent School District 3",Matthew Castiglione ,31.43%
1081,"Single Member, District No. 3 Medina Valley Independent School District 3",Darren Calvert ,68.57%
1081,MEDINA VALLEY INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,64.95%
1081,MEDINA VALLEY INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,35.05%
1081,MEDINA VALLEY INDEPENDENT SCHOOL DISTRICT - PROPOSITION B,FOR ,50.26%
1081,MEDINA VALLEY INDEPENDENT SCHOOL DISTRICT - PROPOSITION B,AGAINST ,49.74%
1082,STATE OF TEXAS PROPOSITION 1,For ,93.69%
1082,STATE OF TEXAS PROPOSITION 1,Against ,6.31%
1082,STATE OF TEXAS PROPOSITION 2,For ,89.91%
1082,STATE OF TEXAS PROPOSITION 2,Against ,10.09%
1083,STATE OF TEXAS PROPOSITION 1,For ,80.85%
1083,STATE OF TEXAS PROPOSITION 1,Against ,19.15%
1083,STATE OF TEXAS PROPOSITION 2,For ,82.13%
1083,STATE OF TEXAS PROPOSITION 2,Against ,17.87%
1083,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,71.91%
1083,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,28.09%
1083,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,73.73%
1083,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,26.27%
1083,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,67.23%
1083,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,32.77%
1083,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,66.53%
1083,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,33.47%
1083,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,65.38%
1083,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,34.62%
1083,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,67.23%
1083,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,32.77%
1083,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,63.03%
1083,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,36.97%
1084,STATE OF TEXAS PROPOSITION 1,For ,90.29%
1084,STATE OF TEXAS PROPOSITION 1,Against ,9.71%
1084,STATE OF TEXAS PROPOSITION 2,For ,71.84%
1084,STATE OF TEXAS PROPOSITION 2,Against ,28.16%
1084,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,66.67%
1084,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,33.33%
1084,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,68.27%
1084,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,31.73%
1084,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,59.22%
1084,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,40.78%
1084,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,62.75%
1084,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,37.25%
1084,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,60.19%
1084,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,39.81%
1084,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,57.69%
1084,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,42.31%
1084,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,50.48%
1084,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,49.52%
1085,STATE OF TEXAS PROPOSITION 1,For ,84.88%
1085,STATE OF TEXAS PROPOSITION 1,Against ,15.12%
1085,STATE OF TEXAS PROPOSITION 2,For ,80.46%
1085,STATE OF TEXAS PROPOSITION 2,Against ,19.54%
1085,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,81.40%
1085,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,18.60%
1085,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,81.61%
1085,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,18.39%
1085,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,73.56%
1085,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,26.44%
1085,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,68.97%
1085,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,31.03%
1085,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,66.67%
1085,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,33.33%
1085,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,73.56%
1085,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,26.44%
1085,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,62.07%
1085,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,37.93%
1086,STATE OF TEXAS PROPOSITION 1,For ,84.80%
1086,STATE OF TEXAS PROPOSITION 1,Against ,15.20%
1086,STATE OF TEXAS PROPOSITION 2,For ,80.00%
1086,STATE OF TEXAS PROPOSITION 2,Against ,20.00%
1086,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,75.12%
1086,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,24.88%
1086,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,75.49%
1086,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,24.51%
1086,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,65.84%
1086,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,34.16%
1086,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,69.31%
1086,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,30.69%
1086,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,64.18%
1086,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,35.82%
1086,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,65.67%
1086,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,34.33%
1086,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,60.40%
1086,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,39.60%
1087,STATE OF TEXAS PROPOSITION 1,For ,86.08%
1087,STATE OF TEXAS PROPOSITION 1,Against ,13.92%
1087,STATE OF TEXAS PROPOSITION 2,For ,78.48%
1087,STATE OF TEXAS PROPOSITION 2,Against ,21.52%
1087,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,84.81%
1087,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,15.19%
1087,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,75.95%
1087,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,24.05%
1087,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,71.79%
1087,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,28.21%
1087,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,73.08%
1087,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,26.92%
1087,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,73.68%
1087,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,26.32%
1087,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,66.23%
1087,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,33.77%
1087,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,69.62%
1087,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,30.38%
1088,STATE OF TEXAS PROPOSITION 1,For ,88.10%
1088,STATE OF TEXAS PROPOSITION 1,Against ,11.90%
1088,STATE OF TEXAS PROPOSITION 2,For ,78.05%
1088,STATE OF TEXAS PROPOSITION 2,Against ,21.95%
1088,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,83.72%
1088,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,16.28%
1088,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,79.07%
1088,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,20.93%
1088,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,76.74%
1088,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,23.26%
1088,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,76.74%
1088,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,23.26%
1088,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,73.81%
1088,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,26.19%
1088,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,81.40%
1088,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,18.60%
1089,STATE OF TEXAS PROPOSITION 1,For ,100.00%
1089,STATE OF TEXAS PROPOSITION 1,Against ,0.00%
1089,STATE OF TEXAS PROPOSITION 2,For ,83.33%
1089,STATE OF TEXAS PROPOSITION 2,Against ,16.67%
1089,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,66.67%
1089,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,33.33%
1089,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,57.14%
1089,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,42.86%
1089,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,50.00%
1089,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,50.00%
1089,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,50.00%
1089,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,50.00%
1089,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,66.67%
1089,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,33.33%
1089,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,66.67%
1089,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,33.33%
1091,STATE OF TEXAS PROPOSITION 1,For ,86.36%
1091,STATE OF TEXAS PROPOSITION 1,Against ,13.64%
1091,STATE OF TEXAS PROPOSITION 2,For ,85.19%
1091,STATE OF TEXAS PROPOSITION 2,Against ,14.81%
1091,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,77.06%
1091,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,22.94%
1091,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,77.78%
1091,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,22.22%
1091,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,70.09%
1091,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,29.91%
1091,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,74.07%
1091,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,25.93%
1091,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,71.30%
1091,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,28.70%
1091,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,66.97%
1091,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,33.03%
1092,STATE OF TEXAS PROPOSITION 1,For ,80.56%
1092,STATE OF TEXAS PROPOSITION 1,Against ,19.44%
1092,STATE OF TEXAS PROPOSITION 2,For ,78.38%
1092,STATE OF TEXAS PROPOSITION 2,Against ,21.62%
1092,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,63.16%
1092,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,36.84%
1092,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,63.16%
1092,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,36.84%
1092,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,64.86%
1092,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,35.14%
1092,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,62.16%
1092,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,37.84%
1092,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,62.16%
1092,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,37.84%
1092,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,64.86%
1092,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,35.14%
1093,STATE OF TEXAS PROPOSITION 1,For ,78.95%
1093,STATE OF TEXAS PROPOSITION 1,Against ,21.05%
1093,STATE OF TEXAS PROPOSITION 2,For ,74.36%
1093,STATE OF TEXAS PROPOSITION 2,Against ,25.64%
1093,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,79.75%
1093,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,20.25%
1093,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,77.22%
1093,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,22.78%
1093,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,67.09%
1093,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,32.91%
1093,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,69.62%
1093,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,30.38%
1093,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,69.23%
1093,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,30.77%
1093,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,71.79%
1093,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,28.21%
1093,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,69.23%
1093,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,30.77%
1094,STATE OF TEXAS PROPOSITION 1,For ,87.88%
1094,STATE OF TEXAS PROPOSITION 1,Against ,12.12%
1094,STATE OF TEXAS PROPOSITION 2,For ,77.27%
1094,STATE OF TEXAS PROPOSITION 2,Against ,22.73%
1094,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,65.22%
1094,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,34.78%
1094,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,67.65%
1094,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,32.35%
1094,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,59.42%
1094,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,40.58%
1094,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,63.24%
1094,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,36.76%
1094,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,62.69%
1094,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,37.31%
1094,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,59.70%
1094,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,40.30%
1095,STATE OF TEXAS PROPOSITION 1,For ,100.00%
1095,STATE OF TEXAS PROPOSITION 1,Against ,0.00%
1095,STATE OF TEXAS PROPOSITION 2,For ,50.00%
1095,STATE OF TEXAS PROPOSITION 2,Against ,50.00%
1096,STATE OF TEXAS PROPOSITION 1,For ,75.00%
1096,STATE OF TEXAS PROPOSITION 1,Against ,25.00%
1096,STATE OF TEXAS PROPOSITION 2,For ,25.00%
1096,STATE OF TEXAS PROPOSITION 2,Against ,75.00%
1096,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,100.00%
1096,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,0.00%
1096,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,100.00%
1096,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,0.00%
1096,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,80.00%
1096,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,20.00%
1096,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,90.00%
1096,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,10.00%
1096,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,100.00%
1096,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,0.00%
1096,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,100.00%
1096,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,0.00%
1097,STATE OF TEXAS PROPOSITION 1,For ,75.00%
1097,STATE OF TEXAS PROPOSITION 1,Against ,25.00%
1097,STATE OF TEXAS PROPOSITION 2,For ,66.04%
1097,STATE OF TEXAS PROPOSITION 2,Against ,33.96%
1097,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,71.70%
1097,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,28.30%
1097,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,67.92%
1097,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,32.08%
1097,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,67.92%
1097,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,32.08%
1097,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,71.70%
1097,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,28.30%
1097,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,68.00%
1097,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,32.00%
1097,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,67.92%
1097,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,32.08%
1097,HARLANDALE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,60.00%
1097,HARLANDALE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,40.00%
1097,HARLANDALE INDEPENDENT SCHOOL DISTRICT - PROPOSITION B,FOR ,46.67%
1097,HARLANDALE INDEPENDENT SCHOOL DISTRICT - PROPOSITION B,AGAINST ,53.33%
1097,HARLANDALE INDEPENDENT SCHOOL DISTRICT - PROPOSITION C,FOR ,48.89%
1097,HARLANDALE INDEPENDENT SCHOOL DISTRICT - PROPOSITION C,AGAINST ,51.11%
1098,STATE OF TEXAS PROPOSITION 1,For ,84.78%
1098,STATE OF TEXAS PROPOSITION 1,Against ,15.22%
1098,STATE OF TEXAS PROPOSITION 2,For ,87.23%
1098,STATE OF TEXAS PROPOSITION 2,Against ,12.77%
1098,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,60.87%
1098,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,39.13%
1098,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,70.21%
1098,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,29.79%
1098,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,58.70%
1098,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,41.30%
1098,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,63.83%
1098,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,36.17%
1098,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,53.33%
1098,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,46.67%
1098,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,63.04%
1098,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,36.96%
1099,STATE OF TEXAS PROPOSITION 1,For ,86.72%
1099,STATE OF TEXAS PROPOSITION 1,Against ,13.28%
1099,STATE OF TEXAS PROPOSITION 2,For ,85.36%
1099,STATE OF TEXAS PROPOSITION 2,Against ,14.64%
1099,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,70.83%
1099,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,29.17%
1099,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,73.00%
1099,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,27.00%
1099,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,63.33%
1099,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,36.67%
1099,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,63.07%
1099,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,36.93%
1099,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,66.39%
1099,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,33.61%
1099,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,63.07%
1099,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,36.93%
1099,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,56.15%
1099,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,43.85%
1100,STATE OF TEXAS PROPOSITION 1,For ,83.98%
1100,STATE OF TEXAS PROPOSITION 1,Against ,16.02%
1100,STATE OF TEXAS PROPOSITION 2,For ,82.52%
1100,STATE OF TEXAS PROPOSITION 2,Against ,17.48%
1100,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,67.94%
1100,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,32.06%
1100,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,70.87%
1100,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,29.13%
1100,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,62.20%
1100,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,37.80%
1100,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,58.85%
1100,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,41.15%
1100,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,58.94%
1100,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,41.06%
1100,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,57.49%
1100,CITY OF SAN ANTONIO - PROPOSITION F,AGAINST ,42.51%
1100,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,FOR ,53.37%
1100,NORTHSIDE INDEPENDENT SCHOOL DISTRICT - PROPOSITION A,AGAINST ,46.63%
1102,STATE OF TEXAS PROPOSITION 1,For ,94.34%
1102,STATE OF TEXAS PROPOSITION 1,Against ,5.66%
1102,STATE OF TEXAS PROPOSITION 2,For ,88.68%
1102,STATE OF TEXAS PROPOSITION 2,Against ,11.32%
1102,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,100.00%
1102,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,0.00%
1102,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,100.00%
1102,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,0.00%
1102,CITY OF SAN ANTONIO - PROPOSITION C,FOR ,100.00%
1102,CITY OF SAN ANTONIO - PROPOSITION C,AGAINST ,0.00%
1102,CITY OF SAN ANTONIO - PROPOSITION D,FOR ,100.00%
1102,CITY OF SAN ANTONIO - PROPOSITION D,AGAINST ,0.00%
1102,CITY OF SAN ANTONIO - PROPOSITION E,FOR ,100.00%
1102,CITY OF SAN ANTONIO - PROPOSITION E,AGAINST ,0.00%
1102,CITY OF SAN ANTONIO - PROPOSITION F,FOR ,100.00%
